time_from_event_s,filtered_strain
-12.00009775,-7.225810473437e-23
-11.98032236,1.587293330518e-22
-11.96030283,1.928183004581e-23
-11.9402833,1.646456729908e-22
-11.92026377,-8.435057003181e-23
-11.90024424,9.981393159549e-23
-11.8802247,8.862967587129e-24
-11.86020517,-7.819434073766e-23
-11.84018564,-7.228051761182e-23
-11.82016611,3.130767740085e-24
-11.80014658,-1.522270292017e-23
-11.78012705,1.103283006470e-23
-11.76010752,-6.061236021887e-23
-11.74008799,-1.645371186763e-22
-11.72006845,-1.567732056343e-22
-11.70004892,-5.331518703445e-23
-11.68002939,-1.751641195571e-22
-11.66000986,-1.070362679123e-22
-11.63999033,1.476224352310e-23
-11.6199708,2.952503891463e-23
-11.59995127,1.059568463023e-22
-11.57993174,3.266744613899e-23
-11.5599122,1.725313855520e-23
-11.53989267,2.627929465652e-23
-11.51987314,-6.995223054965e-24
-11.49985361,8.581107264145e-23
-11.47983408,2.628047797037e-24
-11.45981455,-1.686584331495e-22
-11.43979502,-7.404316056687e-23
-11.41977549,-1.883154317049e-22
-11.39975595,-3.454541183097e-23
-11.37973642,-4.396295552354e-23
-11.35971689,-1.772781606603e-23
-11.33969736,8.695303519707e-23
-11.31967783,-2.811919323431e-23
-11.2996583,-2.577224649802e-22
-11.27963877,2.324511238060e-22
-11.25961924,-9.822434728802e-23
-11.2395997,-1.019387201410e-22
-11.21958017,4.214696825933e-24
-11.19956064,2.348666541039e-23
-11.17954111,5.793258724819e-23
-11.15952158,-7.179992349433e-23
-11.13950205,-1.338343430442e-22
-11.11948252,-1.124755036342e-22
-11.09946299,7.057289923654e-24
-11.07944345,6.145336970109e-23
-11.05942392,1.001703431880e-22
-11.03940439,-2.897833668607e-22
-11.01938486,1.853552459685e-22
-10.99936533,-3.139379357419e-23
-10.9793458,-1.973965875419e-22
-10.95932627,1.442471841789e-22
-10.93930674,7.216210995244e-23
-10.9192872,6.549395347286e-23
-10.89926767,5.008187141319e-23
-10.87924814,-3.755177727109e-23
-10.85922861,3.763376430414e-23
-10.83920908,-1.864810719255e-22
-10.81918955,2.402134552122e-22
-10.79917002,-1.420307207375e-22
-10.77915049,2.101451632242e-22
-10.75913095,-1.617615203062e-22
-10.73911142,-6.558525805716e-24
-10.71909189,9.133646630636e-23
-10.69907236,-9.364525016083e-23
-10.67905283,2.235706814458e-22
-10.6590333,1.045629260024e-22
-10.63901377,1.190904391447e-22
-10.61899424,8.988997070389e-23
-10.5989747,1.293844574648e-22
-10.57895517,-5.692498440758e-23
-10.55893564,-1.180015788905e-22
-10.53891611,7.011037279143e-23
-10.51889658,3.548608424915e-23
-10.49887705,-9.753386552022e-25
-10.47885752,4.473535305460e-23
-10.45883799,1.042740988300e-22
-10.43881845,-5.490936985628e-23
-10.41879892,1.285633330862e-22
-10.39902353,1.002548430004e-22
-10.379004,1.712680887860e-22
-10.35898447,8.217394749040e-23
-10.33896494,-3.118455924280e-23
-10.31894541,4.287023117518e-23
-10.29892588,1.750802047374e-22
-10.27890635,5.625613245871e-23
-10.25888681,-1.675301275909e-22
-10.23886728,-1.280016234568e-23
-10.21884775,2.436324177777e-22
-10.19882822,-8.518803715427e-23
-10.17880869,9.937789898960e-23
-10.15878916,1.839774421520e-22
-10.13876963,1.629280588853e-22
-10.1187501,1.822955879818e-22
-10.09873056,1.545981676543e-22
-10.07871103,-2.718046763226e-22
-10.0586915,-1.055770668402e-22
-10.03867197,-9.911416724905e-23
-10.01865244,5.624914175088e-23
-9.99863291,-1.014966008557e-22
-9.97861338,1.743830030860e-22
-9.95859385,8.483108343302e-23
-9.93857431,-7.847281444932e-23
-9.91855478,5.031882077738e-23
-9.89853525,4.772411030307e-23
-9.87851572,-2.711203274698e-22
-9.85849619,1.824469916054e-22
-9.83847666,5.132819864889e-23
-9.81845713,8.983396477336e-23
-9.7984376,1.700995426861e-22
-9.77841806,5.225088885127e-23
-9.75839853,-1.084455888155e-22
-9.738379,-1.747372636793e-22
-9.71835947,-3.776840448639e-23
-9.69833994,4.285602384806e-23
-9.67832041,-9.304781602645e-23
-9.65830088,8.062789635754e-23
-9.63828135,4.838143379552e-23
-9.61826181,1.842188019873e-22
-9.59824228,4.557012168362e-23
-9.57822275,9.018922015685e-23
-9.55820322,1.237977977286e-22
-9.53818369,1.376036040042e-22
-9.51816416,6.725328921194e-23
-9.49814463,3.343244733336e-22
-9.4781251,-1.215991239327e-22
-9.45810556,-1.309296949500e-22
-9.43808603,-1.761326114466e-22
-9.4180665,-1.426897732305e-22
-9.39804697,-1.491860857838e-22
-9.37802744,-1.279835498230e-23
-9.35800791,1.724713484099e-22
-9.33798838,-1.315452500461e-22
-9.31796885,-9.428619292424e-23
-9.29794931,5.544925891101e-23
-9.27792978,-9.464117385850e-23
-9.25791025,6.783182773721e-23
-9.23789072,5.158015186881e-23
-9.21787119,1.113736601787e-22
-9.19785166,6.948665793419e-23
-9.17783213,-4.349146680885e-23
-9.1578126,-2.432898867924e-23
-9.13779306,-9.864740063153e-23
-9.11777353,-8.994923931476e-23
-9.097754,2.625204564628e-22
-9.07773447,-6.061011684397e-23
-9.05771494,1.961037723224e-22
-9.03769541,7.675462489438e-23
-9.01767588,1.095067746784e-22
-8.99765635,-7.954400368546e-23
-8.97763681,-1.594611687942e-23
-8.95761728,2.437807547255e-22
-8.93759775,-1.111772422629e-22
-8.91757822,-3.159823480681e-23
-8.89755869,-1.595656724175e-22
-8.87753916,-1.033962496647e-22
-8.85751963,1.475942119564e-23
-8.8375001,-1.091964373848e-22
-8.81748056,-2.552873128766e-22
-8.79770517,-4.022405806256e-23
-8.77768564,2.195917739807e-22
-8.75766611,-4.578516003882e-23
-8.73764658,-1.011484850436e-23
-8.71762705,4.029145768398e-23
-8.69760752,1.508988016148e-22
-8.67758799,2.524596159887e-23
-8.65756845,-1.508459663603e-24
-8.63754892,1.239575600376e-22
-8.61752939,-1.670277930847e-22
-8.59750986,1.689206044762e-22
-8.57749033,-2.619837110842e-22
-8.5574708,-2.077696196174e-22
-8.53745127,2.128177428551e-23
-8.51743174,-4.718890260789e-23
-8.4974122,1.779232050421e-22
-8.47739267,-1.255672088923e-22
-8.45737314,2.254348261564e-22
-8.43735361,-8.073985385791e-23
-8.41733408,-1.245119321372e-22
-8.39731455,-1.775049140080e-23
-8.37729502,-3.182056269350e-22
-8.35727549,7.993220750799e-23
-8.33725595,1.005232515614e-22
-8.31723642,-1.166601417093e-22
-8.29721689,1.199267412849e-22
-8.27719736,-1.639770752542e-22
-8.25717783,1.316120037629e-22
-8.2371583,-1.117054156281e-22
-8.21713877,-3.697579006351e-23
-8.19711924,5.169130584500e-23
-8.1770997,9.466279750896e-23
-8.15708017,3.285189720819e-22
-8.13706064,4.240731718583e-24
-8.11704111,3.165662736594e-23
-8.09702158,-9.970372158684e-23
-8.07700205,-1.283895500922e-22
-8.05698252,-1.781853926801e-22
-8.03696299,-5.801683049922e-23
-8.01694345,3.055541721515e-23
-7.99692392,8.560123994919e-23
-7.97690439,-4.408475773653e-23
-7.95688486,1.458329889055e-23
-7.93686533,1.537760913982e-22
-7.9168458,1.744228829347e-23
-7.89682627,-8.196188036297e-24
-7.87680674,-8.170132296628e-23
-7.8567872,1.933773235910e-22
-7.83676767,1.704737856996e-23
-7.81674814,-2.612120718058e-23
-7.79672861,-2.471171784573e-22
-7.77670908,-6.799522953585e-23
-7.75668955,-7.751396859774e-23
-7.73667002,6.166088198427e-23
-7.71665049,-9.592776262871e-24
-7.69663095,5.747220629746e-24
-7.67661142,5.696225497746e-23
-7.65659189,1.928870362171e-23
-7.63657236,-7.162295790148e-23
-7.61655283,1.669416908726e-22
-7.5965333,9.111024988874e-23
-7.57651377,1.754055709759e-23
-7.55649424,-1.231048832295e-22
-7.5364747,-3.013945462498e-22
-7.51645517,-3.449285049906e-23
-7.49643564,-6.282025547927e-23
-7.47641611,6.096211454771e-23
-7.45639658,-1.124607374872e-22
-7.43637705,8.603950190139e-23
-7.41635752,8.965490972721e-24
-7.39633799,5.273359489905e-23
-7.37631845,7.289449645009e-23
-7.35629892,6.873657531603e-23
-7.33627939,-6.756321331175e-23
-7.31625986,3.940502467557e-23
-7.29624033,1.014125571429e-22
-7.2762208,-7.321283947329e-23
-7.25620127,5.697071800075e-23
-7.23618174,-3.038418096170e-23
-7.2161622,-1.813635036158e-22
-7.19638681,7.653963975106e-23
-7.17636728,8.127267525542e-23
-7.15634775,-6.735088355239e-23
-7.13632822,2.451119231629e-22
-7.11630869,7.755407697552e-23
-7.09628916,-1.657428942809e-23
-7.07626963,1.955144772811e-22
-7.0562501,-1.975006136589e-22
-7.03623056,-1.324191954578e-22
-7.01621103,-3.259059676144e-22
-6.9961915,1.534488117749e-22
-6.97617197,-8.723513506846e-23
-6.95615244,-1.234751474317e-22
-6.93613291,-3.997737685198e-23
-6.91611338,4.648328184389e-23
-6.89609385,-1.024050990644e-22
-6.87607431,1.752600667539e-22
-6.85605478,-4.957651914966e-23
-6.83603525,-6.073460936604e-23
-6.81601572,-2.013886644507e-22
-6.79599619,-4.016412925591e-23
-6.77597666,-1.117996083970e-22
-6.75595713,-2.185636113412e-23
-6.7359376,-3.929237037017e-23
-6.71591806,-5.816334363088e-23
-6.69589853,-8.801953019387e-23
-6.675879,-1.809675702270e-24
-6.65585947,-6.924697446432e-23
-6.63583994,1.576471826901e-22
-6.61582041,-4.423544612781e-23
-6.59580088,-3.364227597027e-23
-6.57578135,-2.175881004891e-22
-6.55576181,-6.147244720907e-23
-6.53574228,-7.768194454631e-23
-6.51572275,4.197239098106e-23
-6.49570322,8.416741550755e-23
-6.47568369,5.894258240585e-23
-6.45566416,8.010517587453e-23
-6.43564463,1.324218509772e-22
-6.4156251,6.729981733672e-23
-6.39560556,1.643058999888e-22
-6.37558603,7.713148487122e-23
-6.3555665,-1.988543583193e-22
-6.33554697,7.716787903790e-23
-6.31552744,3.714055537328e-23
-6.29550791,-2.616838970145e-22
-6.27548838,-4.312325027179e-24
-6.25546885,-3.869205623562e-24
-6.23544931,-9.700793286436e-23
-6.21542978,-2.996048765797e-23
-6.19541025,9.907397215263e-23
-6.17539072,-3.145476269649e-23
-6.15537119,-5.128563975358e-23
-6.13535166,1.040541210230e-22
-6.11533213,1.236559828718e-23
-6.0953126,-2.950207476637e-24
-6.07529306,2.660423401521e-22
-6.05527353,4.287997952243e-23
-6.035254,1.759783944525e-22
-6.01523447,2.432354763811e-23
-5.99521494,-7.416857067320e-23
-5.97519541,-1.350366645690e-22
-5.95517588,7.914391063209e-23
-5.93515635,1.036616001205e-22
-5.91513681,1.728061760440e-24
-5.89511728,-2.373917317768e-22
-5.87509775,1.562530903997e-22
-5.85507822,-3.733484486804e-23
-5.83505869,2.074753171475e-22
-5.81503916,-3.116731651281e-23
-5.79501963,3.272634785952e-22
-5.7750001,8.379864354929e-23
-5.75498056,-8.320535796313e-23
-5.73496103,-1.394379977893e-23
-5.7149415,1.311079965312e-22
-5.69492197,1.264344276024e-22
-5.67490244,3.078280714845e-22
-5.65488291,3.527652013988e-24
-5.63486338,5.187313925092e-23
-5.61484385,-1.836163730491e-23
-5.59506845,-1.428574336458e-22
-5.57504892,2.438951656061e-24
-5.55502939,1.717887689602e-22
-5.53500986,-1.940411108134e-23
-5.51499033,1.926351327900e-22
-5.4949708,-2.733377210395e-24
-5.47495127,-2.122603756912e-22
-5.45493174,1.955515372669e-23
-5.4349122,1.687998887023e-23
-5.41489267,-1.054218083806e-22
-5.39487314,-1.476438389224e-23
-5.37485361,5.488514848042e-23
-5.35483408,1.100231770279e-22
-5.33481455,-6.718605391465e-23
-5.31479502,-6.392528343425e-24
-5.29477549,-1.755832707506e-22
-5.27475595,3.356984130841e-23
-5.25473642,-1.455854253944e-22
-5.23471689,2.763410053342e-23
-5.21469736,-1.822950321218e-22
-5.19467783,2.785728913561e-22
-5.1746583,-5.862519446574e-23
-5.15463877,-9.472124865298e-23
-5.13461924,-2.749226850982e-22
-5.1145997,1.631828051411e-23
-5.09458017,-5.479544395175e-23
-5.07456064,2.027323336496e-22
-5.05454111,-1.515931085405e-22
-5.03452158,-2.748230553371e-23
-5.01450205,-1.951608422214e-22
-4.99448252,8.927402762328e-23
-4.97446299,-2.775432170372e-24
-4.95444345,1.252914363574e-24
-4.93442392,1.380018284350e-22
-4.91440439,-7.545581252176e-23
-4.89438486,2.039681471153e-23
-4.87436533,-1.878397248223e-23
-4.8543458,-1.427850814169e-22
-4.83432627,-8.349335258034e-23
-4.81430674,-9.994407123121e-23
-4.7942872,4.798650194281e-23
-4.77426767,-1.117381301176e-22
-4.75424814,-6.830703965809e-23
-4.73422861,8.439791987214e-23
-4.71420908,-1.088425982672e-22
-4.69418955,8.602820614037e-24
-4.67417002,1.200163636115e-22
-4.65415049,-1.056778287469e-22
-4.63413095,-1.767985060625e-22
-4.61411142,-6.759305805343e-24
-4.59409189,2.092540441243e-22
-4.57407236,-8.724286117104e-24
-4.55405283,1.100644060875e-22
-4.5340333,-1.475664701779e-22
-4.51401377,1.333853261001e-22
-4.49399424,-1.776361844679e-22
-4.4739747,-1.688503216177e-22
-4.45395517,-1.429873970703e-22
-4.43393564,7.956411570226e-23
-4.41391611,1.152215145708e-23
-4.39389658,4.319597673195e-24
-4.37387705,6.122293497837e-23
-4.35385752,1.679561027507e-22
-4.33383799,3.742647366858e-24
-4.31381845,4.947071622645e-23
-4.29379892,-1.686023336996e-23
-4.27377939,6.523233229876e-24
-4.25375986,2.781206771935e-23
-4.23374033,8.070241657642e-23
-4.2137208,-6.863620491658e-23
-4.19370127,7.807018942113e-23
-4.17368174,8.773249574865e-23
-4.1536622,-1.639903102020e-23
-4.13364267,1.154527251992e-23
-4.11362314,-1.523047987089e-22
-4.09360361,-2.680551909183e-23
-4.07358408,-3.664592396002e-22
-4.05356455,-3.042503164787e-22
-4.03354502,-1.972494804195e-22
-4.01352549,-3.532833598237e-22
-3.9937501,6.700088767353e-23
-3.97373056,3.019986713643e-23
-3.95371103,2.926107029385e-22
-3.9336915,-1.208674345482e-22
-3.91367197,-1.982339487560e-22
-3.89365244,1.106193626350e-22
-3.87363291,-3.350463121981e-23
-3.85361338,1.224901757489e-22
-3.83359385,-4.959371428466e-23
-3.81357431,-3.470599401717e-23
-3.79355478,-7.719085445509e-23
-3.77353525,-3.597935219226e-23
-3.75351572,4.430829185114e-23
-3.73349619,4.202204243941e-23
-3.71347666,1.234561070516e-22
-3.69345713,1.415957451307e-22
-3.6734376,9.374573176727e-23
-3.65341806,2.528532368341e-22
-3.63339853,1.105116356240e-22
-3.613379,-2.615575364497e-22
-3.59335947,5.950564475894e-23
-3.57333994,-1.230558767978e-22
-3.55332041,1.473541773105e-22
-3.53330088,7.072651701200e-23
-3.51328135,-9.772784144464e-23
-3.49326181,1.067330971498e-23
-3.47324228,4.097215223786e-23
-3.45322275,7.802578725312e-23
-3.43320322,2.217295704118e-22
-3.41318369,1.164248903731e-22
-3.39316416,2.226003615746e-23
-3.37314463,-1.368139300810e-22
-3.3531251,1.325041918718e-22
-3.33310556,1.018749173552e-22
-3.31308603,1.691881292542e-22
-3.2930665,-1.490187146974e-22
-3.27304697,4.547226760699e-23
-3.25302744,-5.662788141909e-23
-3.23300791,-7.309054801333e-23
-3.21298838,-1.640200696533e-22
-3.19296885,-8.000558556696e-24
-3.17294931,-2.172472803110e-22
-3.15292978,1.045851213947e-22
-3.13291025,-5.980072152980e-23
-3.11289072,1.916089838723e-22
-3.09287119,-9.319772427671e-23
-3.07285166,1.014332154408e-22
-3.05283213,-2.851686529256e-23
-3.0328126,3.257867717435e-23
-3.01279306,1.025394021872e-22
-2.99277353,-8.470674453132e-23
-2.972754,-8.833507783957e-23
-2.95273447,1.116018800410e-22
-2.93271494,-1.305828679157e-22
-2.91269541,2.390027669737e-22
-2.89267588,-1.083173809675e-22
-2.87265635,-3.195772165430e-22
-2.85263681,-4.116932842604e-23
-2.83261728,2.261414585696e-23
-2.81259775,-7.249054453917e-23
-2.79257822,8.541473417873e-23
-2.77255869,-2.356341896738e-22
-2.75253916,1.472533101668e-23
-2.73251963,5.223264399472e-24
-2.7125001,1.223769710263e-22
-2.69248056,1.402992180326e-22
-2.67246103,1.043976535191e-22
-2.6524415,-2.405322524499e-23
-2.63242197,-1.037150740899e-22
-2.61240244,1.774852783775e-23
-2.59238291,-3.023164405335e-23
-2.57236338,-7.102316422140e-23
-2.55234385,8.629839218214e-24
-2.53232431,-3.850024562498e-23
-2.51230478,2.113000049086e-23
-2.49228525,1.267107647279e-22
-2.47226572,9.390071604163e-25
-2.45224619,4.332435015212e-23
-2.43222666,2.707375566324e-23
-2.41220713,-8.372638701920e-23
-2.39243174,-2.073334801643e-22
-2.3724122,-1.372701107670e-22
-2.35239267,-6.606790769451e-23
-2.33237314,5.278895839448e-23
-2.31235361,-2.050003860157e-23
-2.29233408,-2.047880186086e-22
-2.27231455,3.696026813401e-23
-2.25229502,-9.946345881219e-23
-2.23227549,-6.347831393246e-23
-2.21225595,-1.233926875011e-22
-2.19223642,-7.292870560190e-23
-2.17221689,-4.434277544409e-23
-2.15219736,1.017061593435e-22
-2.13217783,6.302055044721e-24
-2.1121583,1.201618520519e-23
-2.09213877,-2.361956248741e-22
-2.07211924,1.632304404264e-22
-2.0520997,6.007705069239e-23
-2.03208017,-2.645909215304e-23
-2.01206064,4.291238981676e-23
-1.99204111,6.617985144696e-23
-1.97202158,-3.395243987737e-23
-1.95200205,1.635652562331e-22
-1.93198252,2.703236930326e-22
-1.91196299,1.405800536893e-22
-1.89194345,2.552683870932e-22
-1.87192392,1.403017235619e-23
-1.85190439,-1.006015034190e-22
-1.83188486,-7.905531648618e-23
-1.81186533,3.105192826597e-23
-1.7918458,-6.745769952839e-23
-1.77182627,1.656088693735e-22
-1.75180674,-9.571803541018e-23
-1.7317872,4.512001197189e-23
-1.71176767,-1.766008187538e-22
-1.69174814,9.621208893567e-23
-1.67172861,2.289115731321e-23
-1.65170908,1.302861501204e-22
-1.63168955,-1.880949433760e-22
-1.61167002,6.812099307173e-23
-1.59165049,-1.230087658621e-22
-1.57163095,1.365565511314e-22
-1.55161142,7.906519962019e-23
-1.53159189,-2.442192921604e-22
-1.51157236,8.220012312570e-23
-1.49155283,-8.117926715002e-23
-1.4715333,7.279108911131e-24
-1.45151377,-1.570762402068e-22
-1.43149424,-2.882519719790e-23
-1.4114747,-3.191135135007e-23
-1.39145517,-1.304146898307e-22
-1.37143564,5.355418704551e-23
-1.35141611,5.396463907141e-23
-1.33139658,-2.387464673633e-22
-1.31137705,-1.411331834475e-22
-1.29135752,-2.912453700305e-22
-1.27133799,1.094756172238e-22
-1.25131845,-1.667313810035e-22
-1.23129892,5.863930223777e-23
-1.21127939,1.485856668001e-22
-1.19125986,-2.967218528997e-23
-1.17124033,2.143258313928e-22
-1.1512208,3.111952228316e-23
-1.13120127,8.239940156874e-23
-1.11118174,5.777100644157e-24
-1.0911622,8.721181122548e-23
-1.07114267,9.129479195706e-23
-1.05112314,2.598711100310e-23
-1.03110361,1.892609223953e-22
-1.01108408,-1.531388926964e-22
-0.99106455,8.690843519303e-23
-0.97104502,1.817975439229e-23
-0.95102549,1.943861964967e-24
-0.93100595,-6.096236830848e-24
-0.91098642,2.577532720732e-22
-0.89096689,1.143976113376e-22
-0.87094736,-2.464120318419e-22
-0.85092783,-6.022869172556e-23
-0.8309083,2.995150062723e-23
-0.81088877,-2.602108489044e-23
-0.79111338,1.681396329438e-22
-0.77109385,-1.978528579469e-23
-0.75107431,-1.024027172790e-22
-0.73105478,-9.672918650607e-23
-0.71103525,1.503052805469e-22
-0.69101572,1.943962157326e-23
-0.67099619,8.821675684199e-23
-0.65097666,-4.127822429102e-23
-0.63095713,1.438382301419e-22
-0.6109376,-1.301532064791e-24
-0.59091806,1.401207848620e-22
-0.57089853,-1.546773866270e-23
-0.550879,-2.337342410708e-23
-0.53085947,8.167356315761e-23
-0.51083994,-1.777135884587e-22
-0.49082041,-2.617267008460e-23
-0.47080088,7.973764942872e-24
-0.45078135,-2.551326636723e-22
-0.43076181,1.152603583846e-23
-0.41074228,1.854065855773e-22
-0.39072275,-6.317539669410e-23
-0.37070322,4.202663264249e-23
-0.35068369,-8.656318755490e-23
-0.33066416,-3.198765258379e-22
-0.31064463,-5.577526485701e-23
-0.2906251,-1.444059578870e-22
-0.27060556,-6.674384863519e-23
-0.25058603,1.176339216014e-22
-0.2305665,8.690204998455e-23
-0.21054697,-3.010066339443e-24
